identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
VNG-00220…225/228 -> VNG-00223,child_point,child/node/13272666712,no,41.125367215032874,-8.635473514216233,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,160 kW,1000
VNG-00220…225/228 -> VNG-00224,child_point,child/node/13272666711,no,41.125367215032874,-8.635473514216233,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,160 kW,1000
VNG-00220…225/228 -> VNG-00225,child_point,child/node/13272666710,no,41.125367215032874,-8.635473514216233,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,160 kW,1000
VNG-00220…225/228 -> VNG-00228,child_point,child/node/13272666709,no,41.125367215032874,-8.635473514216233,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VNG-90001,child_point,child/node/3341780355,no,41.129133874573135,-8.60558430532443,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
VNG-90001,child_point,child/node/13009309568,no,41.129133874573135,-8.60558430532443,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
VNG-90007,child_point,child/node/7008637803,no,41.02587920899859,-8.619593331824477,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
VNG-90007,child_point,child/node/13028628887,no,41.02587920899859,-8.619593331824477,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
VNG-90013,unassigned_point,node/3341738003,no,41.1289838,-8.6676052,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
VNG-90014,unassigned_point,node/3341796413,no,41.0184659,-8.6402617,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
VNH-00001,unassigned_point,node/8115529944,no,41.8347849,-7.002433,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VNH-00002,unassigned_point,node/13173766779,yes,41.829986,-7.0102255,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,63,43 kW,230,0,0,0,0,1,125,50 kW,500
VNP-00001,unassigned_point,node/8112873814,no,40.8506926,-7.7274703,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VNP-00002,unassigned_point,node/10740139203,no,40.8585156,-7.7158273,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,60 kW,1000
VNP-00003,unassigned_point,node/11135063364,no,40.8567665,-7.736633,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
VNP-00004,unassigned_point,node/12445560128,no,40.8519374,-7.7288189,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VNT-00002,unassigned_point,node/11889655227,no,38.337614,-8.0073093,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
VNT-00003,unassigned_point,node/11889655226,no,38.3904139,-7.9671361,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
VNT-00004,unassigned_point,node/11732151690,no,38.3342948,-8.0019812,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
VNT-00005,unassigned_point,node/11889655225,no,38.3896787,-8.1493246,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
VNT-00006,unassigned_point,node/12641194971,no,38.3927316,-8.1540145,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,35 kW,500
VNT-90001,unassigned_point,node/8275782946,no,38.3305045,-7.9958341,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPA-00002,unassigned_point,node/8792974362,no,41.4929043,-7.645527,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPA-00003,unassigned_point,node/12383160510,no,41.5064002,-7.6610249,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,200,60 kW,1000
VPA-00004,unassigned_point,node/12400659918,no,41.5063969,-7.6610971,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
VPA-00005,unassigned_point,node/12955158967,no,41.5439429,-7.601519,Iberdrola,yes,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,50 kW,1000
VPA-00006,unassigned_point,node/13107719035,yes,41.50402,-7.7208639,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,60 kW,400
VPA-00007,unassigned_point,node/13107719034,yes,41.5027702,-7.7200725,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,60 kW,400
VPA-90001,unassigned_point,node/8115529941,yes,41.4989424,-7.6438303,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPT-00001,unassigned_point,node/8082074290,no,36.965615,-25.1330884,Mobiletric,yes,24/7,Mobi.E,Pedras de São Pedro,Vila do Porto,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VPT-00002,unassigned_point,node/9309416860,no,36.9523106,-25.1001162,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPT-00003,unassigned_point,node/9309416859,no,36.9532799,-25.1430225,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPT-00004,unassigned_point,node/9309416858,no,36.9530239,-25.1440865,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPV-00001,unassigned_point,node/8082122906,no,38.7500682,-27.095304,Galp Geste,yes,24/7,Mobi.E,Via Vitorino Nemésio,Praia da Vitória,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VPV-00002,unassigned_point,node/8270421627,no,38.7303382,-27.0654072,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPV-00003,unassigned_point,node/11033268450,no,38.7318207,-27.0585013,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPV-00004,unassigned_point,node/11023524829,no,38.7278784,-27.0626587,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VPV-00005,unassigned_point,node/11033268448,no,38.680275,-27.056066,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
VPV-00006,unassigned_point,node/11033268451,no,38.8016963,-27.2574026,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
VPV-00007,unassigned_point,node/11332057546,no,38.767725,-27.103506,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
VPV-00008,unassigned_point,node/11829164590,no,38.731403,-27.0648563,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0
VRL-00001,unassigned_point,node/8116398353,no,41.3050992,-7.7432728,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
VRL-000019,unassigned_point,node/10948988809,no,41.2944347,-7.7385712,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375,100 kW,1000
VRL-00007,unassigned_point,node/5370437952,no,41.2993982,-7.7501694,EDP,yes,24/7,Mobi.E,,Vila Real,,PT,+351 800 222 222,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VRL-00008,unassigned_point,node/8113069561,no,41.2973622,-7.7350061,Powerdot,yes,09:00-23:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00010,unassigned_point,node/8113069559,no,41.3092,-7.7377425,Dourogás,customers,24/7,Mobi.E,,,,PT,,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00011,unassigned_point,node/9118724923,yes,41.7028496,-7.5141863,Logical Gravity,yes,24/7,Mobi.E,,,,PT,+351 210 939 606;+351 224 801 080,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00012,unassigned_point,node/9455267552,yes,41.3023463,-7.7410889,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,150,60 kW,1000
VRL-00013,unassigned_point,node/11632262277,no,41.2923582,-7.7369332,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,120 kW,1000
VRL-00014,unassigned_point,node/10217263456,no,41.306581,-7.742274,Goldenergy,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00015,child_point,child/node/10648560881,no,41.311707350000006,-7.7245702,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,100 kW,500
VRL-00015,child_point,child/node/13220140700,no,41.311707350000006,-7.7245702,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,150 kW,500
VRL-00016,unassigned_point,node/10202612684,no,41.3142261,-7.731619,NRG,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,180 kW,1000
VRL-00021,unassigned_point,node/10891755085,no,41.293021,-7.737753,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,125,100 kW,1000
VRL-00024,unassigned_point,node/11103231978,no,41.3139986,-7.732834,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,120 kW,1000
VRL-00025,unassigned_point,node/12018724376,no,41.2573,-7.651727,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00026,unassigned_point,node/11303436717,no,41.297696,-7.749985,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,120 kW,1000
VRL-00027,unassigned_point,node/11359317370,yes,41.2927835,-7.7074686,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00028,unassigned_point,node/11808213997,no,41.315184,-7.730298,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
VRL-00029,unassigned_point,node/12639691626,no,41.3151448,-7.7302578,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00032,unassigned_point,node/11808213996,no,41.2795247,-7.7063087,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,500
VRL-00037 - Pingo Doce,unassigned_point,node/11895647853,no,41.3122841,-7.760681,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,100,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,500
VRL-00039,unassigned_point,node/12505490808,no,41.3084774,-7.761219,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00040,unassigned_point,node/12400641239,no,41.2010142,-7.6850907,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRL-00041,unassigned_point,node/9464421023,no,41.3244514,-7.6410578,Cable Energia,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,150 kW,1000
VRL-00042,unassigned_point,node/9464421022,no,41.3245053,-7.6410717,Cable Energia,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,250,100 kW,1000
VRL-00043,unassigned_point,node/9631176939,no,41.3236528,-7.6410696,Cable Energia,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,150 kW,1000
VRL-00044,unassigned_point,node/9631176940,no,41.3236976,-7.6410797,Cable Energia,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,250,100 kW,1000
VRL-00048,unassigned_point,node/8227492516,no,41.293258,-7.7358829,Galp Power,yes,24/7,Mobi.E,,Vila Real,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VRL-00049,unassigned_point,node/13035513017,yes,41.275646,-7.715376,Helexia II,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,64,43 kW,400,1,125,50 kW,500
VRL-00050,unassigned_point,node/13191443841,no,41.3133978,-7.7351225,Goldenergy,customers,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,20,13.8 kW,400,0,0,0,0,0,0,0,0
VRL-90003,unassigned_point,node/8116398347,no,41.2999321,-7.7442107,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
VRL-90004,unassigned_point,node/8116398345,yes,41.2942626,-7.7354986,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
VRL-90005,unassigned_point,node/8116398346,no,41.3023877,-7.7392935,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
VRM-00005,unassigned_point,node/11090542459,yes,41.632895,-8.140659,EVCE,yes,24/7,Mobi.E,,,,PT,+351 800 301 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRM-00007,unassigned_point,node/10110145673,no,41.6368655,-8.1422436,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
VRM-90001,unassigned_point,node/8382136059,yes,41.6356964,-8.1380193,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRS-00004,unassigned_point,node/9720420624,no,37.1900424,-7.4360503,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
VRS-00007/8 -> VRS-00007,child_point,child/node/10722216484,no,37.191365749999996,-7.430006550000002,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
VRS-00007/8 -> VRS-00008,child_point,child/node/12735185042,no,37.191365749999996,-7.430006550000002,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
VRS-00010,unassigned_point,node/7788236489,no,37.1926352,-7.4248722,Galp Power,yes,24/7,Mobi.E,,,,,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VRS-00011/12 -> VRS-00011,child_point,child/node/13005271951,no,37.19313349737408,-7.42128531990363,Galp Power,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
VRS-00011/12 -> VRS-00012,child_point,child/node/13005271952,no,37.19313349737408,-7.42128531990363,Galp Power,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,120 kW,1000
VRS-80002,unassigned_point,node/8270337363,no,37.1906083,-7.4177175,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRS-90001,unassigned_point,node/7070505494,no,37.1819554,-7.452098,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRS-?????,child_point,child/node/13189212482,yes,37.190009717394055,-7.42013028630985,EDP,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VRS-?????,child_point,child/node/13189212483,yes,37.190009717394055,-7.42013028630985,EDP,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVC-00001,unassigned_point,node/8289298726,no,38.7769454,-7.4176784,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVC-00007,unassigned_point,node/10110145675,no,38.7854731,-7.4233006,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
VVC-?????,unassigned_point,node/13238037145,yes,38.721716,-7.399787,unknown,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVC-?????,unassigned_point,node/13238037146,yes,38.7702711,-7.4156186,unknown,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVC-?????,unassigned_point,node/13238037147,yes,38.7703123,-7.4156295,unknown,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVC-?????,unassigned_point,node/13238037148,yes,38.779045,-7.41733,unknown,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVC-?????,unassigned_point,node/13238037149,yes,38.7765308,-7.4197701,unknown,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,60 kW,1000
VVD-00001,unassigned_point,node/9530769565,no,41.653222,-8.437028,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVD-00002,unassigned_point,node/8308363421,no,41.6526634,-8.4344664,EVCE,customers,24/7,Mobi.E,,,,PT,+351 800 301 303,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVD-00003,unassigned_point,node/8308363420,no,41.6526194,-8.4344731,EVCE,customers,24/7,Mobi.E,,,,PT,+351 800 301 303,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVD-00004 - Intermarché Vila de Prado,unassigned_point,node/8082078262,no,41.6049679,-8.4673396,Powerdot,yes,24/7,Mobi.E,,Vila Verde,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VVD-00007 - Q8,unassigned_point,node/8833293781,no,41.655722,-8.431813,Powerdot,yes,24/7,Mobi.E,,Vila Verde,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VVD-00008 - Q8,unassigned_point,node/8833293782,no,41.61297,-8.472132,Powerdot,yes,24/7,Mobi.E,,prado,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
