identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
PRT-00239 - Kinda,unassigned_point,node/10218080757,no,41.1778465,-8.6542661,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00240,unassigned_point,node/11673676754,no,41.1821736,-8.6466386,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt/,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
PRT-00242,unassigned_point,node/11869368936,no,41.1709332,-8.5703247,Powerdot,yes,10:00-22:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00243/244 -> PRT-00243,child_point,child/node/12544732764,no,41.16953121683685,-8.572312027657297,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,1000
PRT-00243/244 -> PRT-00244,child_point,child/node/12544732765,no,41.16953121683685,-8.572312027657297,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,180 kW,1000
PRT-00246,unassigned_point,node/12031823622,no,41.159838,-8.609555,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,50 kW,1000
PRT-00253,unassigned_point,node/12090293626,no,41.1700935,-8.5717368,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,120 kW,1000
PRT-00254…257 -> PRT-00254,child_point,child/node/12510666550,no,41.14586248032083,-8.624168757925336,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00254…257 -> PRT-00255,child_point,child/node/12510666549,no,41.14586248032083,-8.624168757925336,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00254…257 -> PRT-00256,child_point,child/node/12437786802,no,41.14586248032083,-8.624168757925336,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00254…257 -> PRT-00257,child_point,child/node/12510706327,no,41.14586248032083,-8.624168757925336,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,1,60,25 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,25 kW,1000
PRT-00263…281 -> PRT-00263,child_point,child/node/12319572026,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00264,child_point,child/node/12465284475,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00265,child_point,child/node/12465284474,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00266,child_point,child/node/12465284472,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00267,child_point,child/node/12465284471,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00268,child_point,child/node/12465284470,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00269,child_point,child/node/12465284469,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00270,child_point,child/node/12465284468,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00272,child_point,child/node/12465284466,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00273,child_point,child/node/12465284465,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00274,child_point,child/node/12465284464,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00275,child_point,child/node/12465284463,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00277,child_point,child/node/12465284461,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00278,child_point,child/node/12465284460,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00279,child_point,child/node/12465284459,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00280,child_point,child/node/12465284458,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00263…281 -> PRT-00281,child_point,child/node/12465284457,no,41.163423465039294,-8.666811236345591,Maksu Services,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00283,unassigned_point,node/12412269458,no,41.1592559,-8.639113,Atlante,yes,08:00-22:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
PRT-00284,unassigned_point,node/12357982269,no,41.1680985,-8.5984888,Atlante,yes,09:00-21:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
PRT-00285,unassigned_point,node/12396651739,no,41.1486221,-8.6199123,Iberdrola,yes,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00286,unassigned_point,node/12434479022,no,41.1452839,-8.6115592,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00287,unassigned_point,node/12417430495,no,41.1411604,-8.6151556,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00288,unassigned_point,node/12519309239,no,41.1411815,-8.6151568,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00290,unassigned_point,node/12605396686,no,41.1790526,-8.6299756,Prio.E,yes,08:00-22:00,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,60 kW,1000
PRT-00291,unassigned_point,node/12605429313,no,41.179056,-8.6299258,Prio.E,yes,08:00-22:00,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,28,20 kW,400,0,0,0,0,0,0,0,0
PRT-00292,unassigned_point,node/12605429312,no,41.1790441,-8.6300348,Prio.E,yes,08:00-22:00,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,1000
PRT-00293,unassigned_point,node/12719030212,no,41.1501384,-8.6123698,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,50 kW,500
PRT-00295,unassigned_point,node/12691522026,no,41.1419318,-8.6051192,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,125,50 kW,500
PRT-00298,unassigned_point,node/12928044753,no,41.1419352,-8.6050948,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00307,unassigned_point,node/8486775919,no,41.165124,-8.628158,Repsol,yes,24/7,Mobi.E,Rua da Constituição,Porto,,PT,+351 800 226 624,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
PRT-00309,unassigned_point,node/8234919876,no,41.1522792,-8.6527177,Galp Power,yes,24/7,Mobi.E,Rua Interior,Porto,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PRT-00310,unassigned_point,node/8235071744,no,41.1577885,-8.6335507,Galp Power,yes,Mo-Su 08:30-21:30,Mobi.E,Rua de Agramonte,Porto,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PRT-00311,unassigned_point,node/9045571740,no,41.1692235,-8.610882,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PRT-00312,unassigned_point,node/8757685136,no,41.1800962,-8.5815242,Galp Power,yes,24/7,Mobi.E,,Porto,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PRT-00313,unassigned_point,node/9848051171,no,41.1775651,-8.6559096,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PRT-00314,unassigned_point,node/12184179571,no,41.1587413,-8.5938769,Galp Power,yes,08:00-22:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PRT-00315,unassigned_point,node/12184179570,no,41.1491891,-8.5944437,Galp Power,yes,08:00-22:00,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PRT-00316…318 -> PRT-00317,child_point,child/node/12992137430,no,41.148597075414436,-8.609265754439658,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00316…318 -> PRT-00318,child_point,child/node/12992137429,no,41.148597075414436,-8.609265754439658,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00319/320 -> PRT-00319,child_point,child/node/12929562912,no,41.1586217,-8.630332399999997,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00319/320 -> PRT-00320,child_point,child/node/12929562911,no,41.1586217,-8.630332399999997,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00321,unassigned_point,node/8385342223,no,41.1456352,-8.5779329,Galp Power,yes,24/7,Mobi.E,Estrada da Circunvalação,Porto,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,90 kW,1000
PRT-00322,unassigned_point,node/8078271807,no,41.164105,-8.6393912,Galp Power,yes,24/7,Mobi.E,Avenida Sidónio Pais,Porto,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,90 kW,1000
PRT-00324…331 -> PRT-00165,child_point,child/node/13006273792,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,125,50 kW,500
PRT-00324…331 -> PRT-00323,child_point,child/node/12459133468,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,250,120 kW,1000
PRT-00324…331 -> PRT-00324,child_point,child/node/10313632199,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,400,100 kW,1000
PRT-00324…331 -> PRT-00325,child_point,child/node/13006273791,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00324…331 -> PRT-00326,child_point,child/node/12459133469,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375,200 kW,1000
PRT-00324…331 -> PRT-00326,child_point,child/node/12459133470,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,375,200 kW,1000
PRT-00324…331 -> PRT-00327,child_point,child/node/12994415385,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,200 kW,1000
PRT-00324…331 -> PRT-00327,child_point,child/node/13006273782,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
PRT-00324…331 -> PRT-00328,child_point,child/node/12994415384,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,300,150 kW,1000
PRT-00324…331 -> PRT-00329,child_point,child/node/12992462083,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,160 kW,1000
PRT-00324…331 -> PRT-00330,child_point,child/node/12992462082,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PRT-00324…331 -> PRT-00331,child_point,child/node/13084078773,no,41.15407857362647,-8.601130776473475,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,1000
PRT-00333,unassigned_point,node/13077884680,no,41.1644844,-8.5895266,Repsol,yes,24/7,Mobi.E,,,,,,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,120 kW,1000
PRT-90081 -> PRT-00081,child_point,child/node/6622563117,no,41.15311785,-8.617997500000001,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
PRT-90081 -> PRT-00081,child_point,child/node/13028726671,no,41.15311785,-8.617997500000001,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
PRT-90082,unassigned_point,node/3341729993,no,41.1423142,-8.6073599,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3.7 kW,230,0,0,0,0,0,0,0,0
PRT-90085,unassigned_point,node/3341721516,no,41.1565023,-8.614087,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3.7 kW,230,0,0,0,0,0,0,0,0
PSR-00007,unassigned_point,node/8833416440,no,39.2681083,-8.0129129,Atlante,yes,24/7,Mobi.E,,Ponte de Sor,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PSR-00010,unassigned_point,node/11513771564,no,39.2442659,-8.0215727,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PSR-00014,unassigned_point,node/9783866978,no,39.2076202,-8.056251,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,400,180 kW,1000
PSR-00015,unassigned_point,node/12817762980,no,39.2076692,-8.0562224,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PSR-00018,unassigned_point,node/12063966302,no,39.2578419,-8.0165668,,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PSR-90001,unassigned_point,node/7765606919,no,39.2523844,-8.0091029,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PST-00002,unassigned_point,node/8116260535,no,33.0594424,-16.333696,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PST-00003,unassigned_point,node/12489597165,no,33.0498093,-16.3513906,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00004,unassigned_point,node/8155866241,no,33.0497987,-16.3513792,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00006,unassigned_point,node/11439936371,no,33.0711084,-16.3428816,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,500
PST-00008,unassigned_point,node/12511056823,no,33.0586809,-16.3365975,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00009,unassigned_point,node/12188552518,no,33.0586661,-16.3365766,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00010,unassigned_point,node/8362478493,no,33.0572708,-16.3388707,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00011,unassigned_point,node/12511053160,no,33.0572827,-16.3388512,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00012,unassigned_point,node/12511045325,no,33.0541983,-16.3416649,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00013,unassigned_point,node/9986732617,no,33.0541728,-16.341642,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00014,unassigned_point,node/12511045324,no,33.0542967,-16.3416622,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00015,unassigned_point,node/12205419870,no,33.054276,-16.3416417,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PST-00016,unassigned_point,node/12188552520,no,33.051404,-16.370742,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PTB-90001,unassigned_point,node/8313022134,no,41.8071751,-8.4148058,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTG-00002,unassigned_point,node/7770954366,no,39.2944883,-7.4285348,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
PTG-00003,unassigned_point,node/7770950479,no,39.2894264,-7.4291456,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
PTG-00004,unassigned_point,node/7770962109,no,39.2691968,-7.420413,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
PTG-00008/9 -> PTG-00008,child_point,child/node/8089459851,no,39.278515250493875,-7.432839683686255,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTG-00008/9 -> PTG-00009,child_point,child/node/8078239912,no,39.278515250493875,-7.432839683686255,Powerdot,yes,24/7,Mobi.E,Rua do Joinal,Portalegre,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
